Full Name,Email,Age,Zip,Phone,Gender,City,State,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade,Teaching Team ID
Isobel Hudson,ih5431@nittany.edu,20,81240,4118791845,F,Penrose,Colorado,9408 Anderson Court ,CMPSC,CMPSC431W,DBMS,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,97.0,CMPSC497,Introduction to Data Mining,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,,,,CMPSC475,Applications Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,76.0,
Shaun Marvin,sm4115@nittany.edu,20,72852,8248844006,F,Oark,Arkansas,8985 Cambridge Ave. ,STAT,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,89.0,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,87.0,CSE583,Pattern Recognition,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,82.0,
Justina Schuster,js8078@nittany.edu,19,95337,5764153872,M,Manteca,California,285 Dogwood Drive ,DS,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,76.0,DS120,Python for data science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,69.0,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,72.0,
Manuela Blick,mb4117@nittany.edu,18,50231,3971228539,F,Randall,Iowa,963 Court Road ,STAT,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,85.0,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,73.0,EE340,Design in Communications,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,,,,
Reina McLaughlin Jr.,rm8585@nittany.edu,18,86042,2222860116,F,Polacca,Arizona,7313 Stillwater Lane ,DS,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,67.0,,,,EE311,Devices and Circuits I,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,94.0,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,68.0,3.0
Miss Gennaro Torphy,mg1976@nittany.edu,18,46347,8236514298,F,Kouts,Indiana,863 Stillwater Road ,EE,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,86.0,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,82.0,IST110,"Introduction to Information, People And Technology",3 Credit Course.,2.0,60,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,71.0,
Kaleb Carter MD,kc4364@nittany.edu,20,80816,1302957415,M,Florissant,Colorado,639 Princeton Rd. ,CMPEN,EE211,Circuit Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,64.0,CMPSC311,Introduction to Systems Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,68.0,EE330,Energy Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,93.0,
Reva Hirthe,rh2046@nittany.edu,18,47469,1933349133,F,West Baden Springs,,141 Gulf Rd. ,CSE,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,69.0,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,61.0,CMPSC465,Data structures and algorithms,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,89.0,
Jennie Haag,jh2885@nittany.edu,19,85251,8728869936,M,Scottsdale,Arizona,185 E. Trenton Street ,IST,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,99.0,CMPSC131,Programming and Computation,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,88.0,EE330,Energy Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,70.0,
Mikayla Senger,ms9362@nittany.edu,21,94107,9998992020,F,San Francisco,California,7313 Stillwater Lane ,EE,ECON101,Principles of Economics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,91.0,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,69.0,EE353,Applied Electromagnetics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,80.0,
Janis Leffler,jl6447@nittany.edu,20,91203,1936566044,M,Glendale,California,182 Spring Street ,MATH,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,87.0,EE340,Design in Communications,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,,,,DS120,Python for data science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,64.0,
Maverick Rempel,mr2329@nittany.edu,22,52737,1968355972,F,Columbus City,Iowa,7195 North Canterbury Circle ,MATH,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,63.0,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,64.0,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,96.0,
Myrtice Armstrong,ma5503@nittany.edu,20,46324,1823054503,F,Hammond,Indiana,7313 Stillwater Lane ,ECON,CMPEN270,Embedded Systems Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,60.0,EE353,Applied Electromagnetics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,77.0,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,64.0,
Roy Boehm,rb4971@nittany.edu,22,62358,3442466276,F,Niota,Illinois,91 S. Gartner Street ,CMPEN,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,98.0,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,80.0,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,80.0,
Jackie Considine,jc5818@nittany.edu,19,50851,7377371515,F,Lenox,Iowa,91 S. Gartner Street ,CMPSC,PHYS211,Thermal Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,68.0,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,100.0,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,,,,
Kristofer Gusikowski,kg2618@nittany.edu,21,92008,7353272986,M,Carlsbad,California,9408 Anderson Court ,DS,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,68.0,IST128,Introduction to Python,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,88.0,ECON101,Principles of Economics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,82.0,
Letitia Graham,lg4120@nittany.edu,19,61274,6673176141,F,Osco,Illinois,3 North Linden Ave. ,STAT,CMPSC131,Programming and Computation,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,61.0,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,65.0,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,99.0,
Skye Graham,sg2123@nittany.edu,22,95425,8296562358,F,Cloverdale,California,266 Second Street ,CMPEN,CMPSC497,Introduction to Data Mining,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,69.0,,,,CHEM112,Chemical Principles,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,67.0,PHYS211,Thermal Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,76.0,15.0
Thora Predovic Sr.,tp3946@nittany.edu,19,47434,1404427899,F,Harrodsburg,Indiana,285 Dogwood Drive ,CMPSC,CMPEN441,Operating Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,80.0,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,80.0,EE340,Design in Communications,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,,,,33.0
Suzanne Botsford,sb5076@nittany.edu,19,85192,9329543320,F,Winkelman,Arizona,3 North Linden Ave. ,CMPEN,IST128,Introduction to Python,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,68.0,PHYS212,Solid State Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,83.0,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,92.0,
Mr. Hallie Crooks,mh2221@nittany.edu,18,30755,9015584978,M,Tunnel Hill,Georgia,78 South Brewery Ave. ,ECON,CMPSC497,Introduction to Data Mining,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,80.0,,,,PHYS211,Thermal Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,60.0,CMPEN331,Computer Organization And Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,62.0,
Vilma Sauer,vs8351@nittany.edu,22,30113,1886491365,M,Buchanan,Georgia,120 Heritage Lane ,PHYS,IST110,"Introduction to Information, People And Technology",3 Credit Course.,2.0,60,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,90.0,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,96.0,CHEM111,Experimental Chemistry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,71.0,
Mrs. Marlee Ward,mm1324@nittany.edu,21,6066,9987860142,M,Vernon Rockville,Connecticut,7195 North Canterbury Circle ,CMPSC,STAT319,Applied Statistics in Science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,91.0,MATH141,Matrices,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,78.0,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,91.0,
Theresa Glover,tg2289@nittany.edu,21,80615,9212714963,M,Eaton,Colorado,708 York Dr. ,STAT,CMPEN441,Operating Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,98.0,CHEM110,Environmental Chemistry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,79.0,CMPSC497,Introduction to Data Mining,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,,,,
Meredith Kuhlman DVM,mk4648@nittany.edu,22,62888,9837771786,M,Tamaroa,Illinois,336 Myrtle Street ,MATH,CSE543,Computer Security,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,70.0,EE340,Design in Communications,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,,,,EE353,Applied Electromagnetics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,82.0,26.0
Santino Altenwerth,sa8884@nittany.edu,21,83616,1721865840,F,Eagle,Idaho,8378 West Pulaski Ave. ,MATH,CSE543,Computer Security,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,97.0,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,91.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,98.0,2.0
Kiley Nienow PhD,kn1468@nittany.edu,20,92624,7972195124,F,Capistrano Beach,California,285 Dogwood Drive ,MATH,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,92.0,CMPEN441,Operating Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,88.0,EE353,Applied Electromagnetics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,61.0,
Joe Kirlin DDS,jk5833@nittany.edu,21,50654,5541738975,M,Masonville,Iowa,87 Vermont St. ,CSE,CMPEN362,Communication Networks,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,61.0,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,92.0,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,93.0,
Malvina DuBuque,md1699@nittany.edu,18,81332,5749240295,F,Rico,Colorado,88 Harrison Street ,ECON,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,95.0,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,81.0,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,75.0,
Mrs. Chasity Schamberger,mc4814@nittany.edu,20,95231,3805502995,M,French Camp,California,7450 West Manchester Street ,CMPSC,IST110,"Introduction to Information, People And Technology",3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,69.0,CMPEN331,Computer Organization And Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,62.0,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,74.0,
Lucius Lakin,ll2646@nittany.edu,20,32359,3403273193,F,Steinhatchee,Florida,7130 Longfellow Dr. ,PHYS,CMPSC132,Programming and Computation II,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,98.0,IST110,"Introduction to Information, People And Technology",3 Credit Course.,2.0,60,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,81.0,ECON101,Principles of Economics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,94.0,
Mariane Reilly,mr3369@nittany.edu,22,52569,1094533896,M,Melrose,Iowa,453 North Elm Dr. ,IST,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,87.0,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,98.0,DS220,Data Modelling,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,68.0,
Tara Baumbach,tb7100@nittany.edu,19,46310,8574550346,M,Demotte,Indiana,963 Court Road ,CSE,EE311,Devices and Circuits I,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,65.0,CMPSC132,Programming and Computation II,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,70.0,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,,,,
Wilfred Moen,wm3293@nittany.edu,20,72383,7726314772,M,Turner,Arkansas,7529 Old Sunset Road ,PHYS,MATH231,Vector Calculus,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,95.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,90.0,CMPSC131,Programming and Computation,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,97.0,
Jodie Brekke Sr.,jb9557@nittany.edu,21,96103,5974899721,M,Blairsden-graeagle,,8985 Cambridge Ave. ,CHEM,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,,,,CHEM111,Experimental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,92.0,MATH231,Vector Calculus,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,94.0,
Kristopher O'Connell,ko8881@nittany.edu,21,30341,9367731514,F,Atlanta,Georgia,7764 Union Avenue ,CMPSC,CHEM110,Environmental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,88.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,80.0,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,78.0,
Zackary Johnson,zj6533@nittany.edu,18,94107,1176394426,F,San Francisco,California,7297 Applegate St. ,ECON,EE311,Devices and Circuits I,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,74.0,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,87.0,CSE543,Computer Security,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,65.0,
Max Bashirian,mb4756@nittany.edu,18,32754,2427782086,F,Mims,Florida,608 North Addison St. ,ECON,PHYS211,Thermal Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,85.0,EE340,Design in Communications,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,,,,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,66.0,27.0
Marietta Runolfsson,mr3556@nittany.edu,21,33778,7324827357,F,Largo,Florida,708 York Dr. ,CMPSC,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,94.0,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,82.0,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,77.0,
